epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5815284252166748,0.684725821018219,0.001,0.4990271329879761,0.8099643588066101
1,0.6153185963630676,0.6601073145866394,0.001,0.5934531092643738,0.6785690784454346
2,0.6344310641288757,0.6475904583930969,0.001,0.5489298105239868,0.8542783260345459
3,0.640096127986908,0.639193058013916,0.001,0.5250085592269897,1.008959412574768
4,0.6477640271186829,0.6322352290153503,0.001,0.5783449411392212,0.7826305031776428
5,0.6505679488182068,0.6286625862121582,0.001,0.5218037962913513,1.038330078125
6,0.6594660878181458,0.6166710257530212,0.000100000005,0.6108503937721252,0.7249881029129028
7,0.6661897897720337,0.610999345779419,0.000100000005,0.5777726769447327,0.8317685723304749
8,0.6703956723213196,0.6087841391563416,0.000100000005,0.5816642045974731,0.821642279624939
