epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.561672031879425,0.6996196508407593,0.001,0.49685245752334595,0.7474777698516846
1,0.5858487486839294,0.6702733635902405,0.001,0.5022318959236145,1.4850044250488281
2,0.6015564799308777,0.6610978245735168,0.001,0.5109305381774902,0.8395735621452332
3,0.6146032810211182,0.6505187749862671,0.001,0.5413757562637329,0.7624322175979614
4,0.6257904171943665,0.6422465443611145,0.001,0.534622848033905,1.0894763469696045
5,0.6514548659324646,0.6185294389724731,0.000100000005,0.628133237361908,0.6507850289344788
6,0.6590655446052551,0.6109071373939514,0.000100000005,0.6385486721992493,0.633399248123169
7,0.6618408560752869,0.6056337356567383,0.000100000005,0.6439281105995178,0.6379903554916382
8,0.6681640148162842,0.6007404327392578,0.000100000005,0.6293922662734985,0.6637949347496033
9,0.674229621887207,0.5954151749610901,0.000100000005,0.6440425515174866,0.6363545656204224
10,0.6804383397102356,0.5900540947914124,0.000100000005,0.6173743605613708,0.6804758906364441
11,0.6869617700576782,0.5773793458938599,1.0000001e-05,0.6717408895492554,0.6022886037826538
12,0.6921976208686829,0.5753006339073181,1.0000001e-05,0.6720842123031616,0.6022778749465942
13,0.6947726607322693,0.5735015869140625,1.0000001e-05,0.6750600934028625,0.6008724570274353
14,0.6924265623092651,0.573573887348175,1.0000001e-05,0.6739155054092407,0.6009481549263
15,0.6973763108253479,0.5710815787315369,1.0000001e-05,0.6748311519622803,0.6024378538131714
16,0.696775496006012,0.56871497631073,1.0000001e-05,0.6748311519622803,0.6013349294662476
17,0.6986066102981567,0.5680553913116455,1.0000001e-05,0.6657891869544983,0.6121196746826172
18,0.6980630159378052,0.5663924217224121,1.0000001e-06,0.6762046217918396,0.6022260189056396
19,0.6980630159378052,0.5662814974784851,1.0000001e-06,0.6763191223144531,0.6018204092979431
20,0.7020400166511536,0.566021203994751,1.0000001e-06,0.6754034757614136,0.6014894843101501
