epoch,auxilliary_output_1_accuracy,auxilliary_output_1_loss,auxilliary_output_2_accuracy,auxilliary_output_2_loss,loss,lr,output_accuracy,output_loss,val_auxilliary_output_1_accuracy,val_auxilliary_output_1_loss,val_auxilliary_output_2_accuracy,val_auxilliary_output_2_loss,val_loss,val_output_accuracy,val_output_loss
0,0.49949929118156433,0.6953346729278564,0.5000429153442383,0.6959735155105591,2.101531982421875,0.001,0.5013018250465393,0.7102242708206177,0.497195839881897,0.693642795085907,0.497195839881897,0.693606972694397,2.0816001892089844,0.502804160118103,0.6943512558937073
1,0.49944207072257996,0.6939300298690796,0.4912305772304535,0.694064199924469,2.085129737854004,0.001,0.49752509593963623,0.6971352696418762,0.502804160118103,0.693131685256958,0.502804160118103,0.6931322813034058,2.0797598361968994,0.497195839881897,0.6934942007064819
2,0.4969528913497925,0.6935737133026123,0.5013590455055237,0.6934129595756531,2.0823285579681396,0.001,0.4997854232788086,0.6953434944152832,0.497195839881897,0.6931925415992737,0.497195839881897,0.6931875348091125,2.080274820327759,0.497195839881897,0.6938955187797546
3,0.5011873841285706,0.6932840943336487,0.4973534345626831,0.6934151649475098,2.0815696716308594,0.001,0.4958084225654602,0.6948715448379517,0.497195839881897,0.6931881308555603,0.497195839881897,0.6931993365287781,2.079702138900757,0.497195839881897,0.6933131814002991
4,0.5017595887184143,0.6932663321495056,0.5021315813064575,0.6932471990585327,2.0810985565185547,0.001,0.4973820447921753,0.6945855617523193,0.497195839881897,0.693293571472168,0.497195839881897,0.6932395100593567,2.079961061477661,0.502804160118103,0.6934276223182678
5,0.49683842062950134,0.6933172941207886,0.49632343649864197,0.6932615637779236,2.0807557106018066,0.001,0.49795427918434143,0.6941775679588318,0.497195839881897,0.6931609511375427,0.497195839881897,0.6931663155555725,2.079620838165283,0.502804160118103,0.6932939887046814
6,0.502045750617981,0.6932654976844788,0.5001287460327148,0.6931742429733276,2.080420970916748,0.001,0.5015020966529846,0.6939816474914551,0.497195839881897,0.6934074759483337,0.497195839881897,0.6935204863548279,2.080639123916626,0.497195839881897,0.6937119960784912
7,0.4973820447921753,0.6931456923484802,0.5027610063552856,0.6932551264762878,2.0802366733551025,0.001,0.5000715255737305,0.6938382983207703,0.497195839881897,0.6936872601509094,0.497195839881897,0.6934406161308289,2.081096649169922,0.497195839881897,0.6939677000045776
8,0.5031043291091919,0.6932112574577332,0.5041915774345398,0.693167507648468,2.0801281929016113,0.001,0.5015307068824768,0.6937491297721863,0.502804160118103,0.6931496262550354,0.502804160118103,0.6931528449058533,2.0798542499542236,0.502804160118103,0.6935514211654663
9,0.5010729432106018,0.693199634552002,0.49987125396728516,0.6932150721549988,2.079942464828491,0.001,0.5008726716041565,0.6935276985168457,0.497195839881897,0.6932227611541748,0.497195839881897,0.6931847929954529,2.08066987991333,0.497195839881897,0.6942615509033203
10,0.5022746324539185,0.6931664347648621,0.502045750617981,0.6931631565093994,2.0796585083007812,0.000100000005,0.5046493411064148,0.6933298110961914,0.497195839881897,0.6931914687156677,0.497195839881897,0.6931689977645874,2.0794899463653564,0.502804160118103,0.6931315064430237
11,0.49678120017051697,0.6932535171508789,0.49832624197006226,0.6931867003440857,2.0796470642089844,0.000100000005,0.5025321245193481,0.6932075619697571,0.497195839881897,0.6931723952293396,0.497195839881897,0.6931670904159546,2.0794851779937744,0.502804160118103,0.6931447386741638
12,0.5047351717948914,0.6931434869766235,0.4995279014110565,0.6931779384613037,2.079636573791504,0.000100000005,0.4984692931175232,0.6933170557022095,0.497195839881897,0.6931672096252441,0.497195839881897,0.6931634545326233,2.0794613361358643,0.502804160118103,0.6931316256523132
13,0.4982403814792633,0.6931858658790588,0.49566537141799927,0.6931925415992737,2.079676389694214,0.000100000005,0.49638065695762634,0.6932973265647888,0.497195839881897,0.6931653022766113,0.497195839881897,0.6931678652763367,2.07956600189209,0.497195839881897,0.6932335495948792
14,0.49763956665992737,0.6931614279747009,0.5001001358032227,0.6931538581848145,2.0795392990112305,0.000100000005,0.4989556670188904,0.6932229995727539,0.497195839881897,0.6931572556495667,0.497195839881897,0.6931629180908203,2.079479694366455,0.497195839881897,0.6931594014167786
15,0.5013876557350159,0.6931378245353699,0.5012159943580627,0.6931419372558594,2.079496145248413,1.0000001e-05,0.49566537141799927,0.6932166814804077,0.497195839881897,0.6931577920913696,0.497195839881897,0.6931629180908203,2.079479694366455,0.497195839881897,0.6931582689285278
16,0.5036765933036804,0.6931355595588684,0.49552229046821594,0.6931872367858887,2.07942795753479,1.0000001e-05,0.5034763216972351,0.6931055188179016,0.497195839881897,0.6931571364402771,0.497195839881897,0.6931625008583069,2.079472780227661,0.497195839881897,0.6931546926498413
17,0.5055077075958252,0.6931133270263672,0.5004720687866211,0.6931602954864502,2.0794405937194824,1.0000001e-05,0.5032473802566528,0.6931676268577576,0.497195839881897,0.693157434463501,0.497195839881897,0.6931614875793457,2.0794718265533447,0.497195839881897,0.6931532621383667
18,0.49875539541244507,0.6931635141372681,0.5058796405792236,0.6931129097938538,2.079428195953369,1.0000001e-05,0.5020743608474731,0.6931542754173279,0.497195839881897,0.6931568384170532,0.497195839881897,0.6931617856025696,2.0794739723205566,0.497195839881897,0.6931551694869995
19,0.49786844849586487,0.6931731700897217,0.5005578994750977,0.6931370496749878,2.079559326171875,1.0000001e-06,0.4986695647239685,0.6932479739189148,0.497195839881897,0.6931567788124084,0.497195839881897,0.6931620240211487,2.0794732570648193,0.497195839881897,0.6931556463241577
