epoch,accuracy,dice_coef,f1,iou_coef,loss,lr,val_accuracy,val_dice_coef,val_f1,val_iou_coef,val_loss
0,0.7461471557617188,0.6423346996307373,0.7413883805274963,0.48176518082618713,1.1981444358825684,0.001,0.6292094588279724,0.5169073939323425,0.6048357486724854,0.35219383239746094,1.9019304513931274
1,0.7973644137382507,0.7117959260940552,0.8002870678901672,0.5591533780097961,0.9230000972747803,0.001,0.6715754270553589,0.5968585014343262,0.6776415109634399,0.4316816031932831,1.5668494701385498
2,0.8172360062599182,0.7384224534034729,0.8211179375648499,0.592157781124115,0.8291028141975403,0.001,0.7934210300445557,0.7314401865005493,0.8006291389465332,0.5840778946876526,0.9442017078399658
3,0.8300907611846924,0.7568011283874512,0.8346418738365173,0.6156232953071594,0.7638504505157471,0.001,0.7987808585166931,0.7412892580032349,0.8082914352416992,0.5970760583877563,0.9235572218894958
4,0.8388105034828186,0.7704614400863647,0.8439019322395325,0.6334744095802307,0.7169308066368103,0.001,0.8016114234924316,0.7395103573799133,0.8079904913902283,0.5958253741264343,0.9280101656913757
5,0.8465296626091003,0.7815835475921631,0.8519244194030762,0.6479526162147522,0.6765601634979248,0.001,0.8108245730400085,0.7420213222503662,0.8174980282783508,0.5987222790718079,0.8353563547134399
6,0.8536565899848938,0.7916732430458069,0.8587936758995056,0.661377489566803,0.6409741640090942,0.001,0.81098473072052,0.7594217658042908,0.8169680833816528,0.6215556263923645,0.8939770460128784
7,0.8585347533226013,0.7989894151687622,0.8640683889389038,0.6712629795074463,0.6166195869445801,0.001,0.817396879196167,0.7625244855880737,0.8250685930252075,0.6250528693199158,0.8745495676994324
8,0.8662880659103394,0.8092538118362427,0.871640682220459,0.6848368644714355,0.5818766355514526,0.001,0.8182783126831055,0.7696179151535034,0.8238310217857361,0.6342275738716125,0.8195117115974426
9,0.8717883229255676,0.8167949318885803,0.8767918944358826,0.6953589916229248,0.5577611327171326,0.001,0.8229429721832275,0.7790566682815552,0.831150472164154,0.6475161910057068,0.8183791041374207
10,0.877819299697876,0.8252783417701721,0.8828567862510681,0.7069017291069031,0.528200089931488,0.001,0.8201532959938049,0.7601697444915771,0.8258456587791443,0.6229788661003113,0.8612506985664368
11,0.883746862411499,0.8331926465034485,0.8885781764984131,0.7181124091148376,0.5034576654434204,0.001,0.8241379261016846,0.7716423869132996,0.831240177154541,0.6377179622650146,0.7876083254814148
12,0.8883264660835266,0.8394122123718262,0.8929861187934875,0.7269132137298584,0.4840041399002075,0.001,0.8366332054138184,0.7992465496063232,0.8442237973213196,0.6731805205345154,0.776493489742279
13,0.8948742151260376,0.8481455445289612,0.8994103670120239,0.7396214008331299,0.45622000098228455,0.001,0.8244964480400085,0.7793160676956177,0.8334571123123169,0.6490468382835388,0.847460150718689
14,0.8959225416183472,0.8496670722961426,0.9002113938331604,0.7418138980865479,0.4514145851135254,0.001,0.8340997099876404,0.7903128862380981,0.8415380716323853,0.6622364521026611,0.8133018612861633
15,0.9027624130249023,0.8588826060295105,0.9069097638130188,0.7554779052734375,0.4225761592388153,0.001,0.8386081457138062,0.7962734699249268,0.8443461656570435,0.6698766350746155,0.7601240873336792
16,0.9056878685951233,0.8630954623222351,0.9096906781196594,0.7618876695632935,0.40901464223861694,0.001,0.8360010981559753,0.7980610728263855,0.8443969488143921,0.673193633556366,0.8168392777442932
17,0.9086134433746338,0.8672400712966919,0.9123997092247009,0.7681047916412354,0.3962700366973877,0.001,0.8353596329689026,0.7929994463920593,0.8398025035858154,0.6668694019317627,0.81142657995224
18,0.910507321357727,0.8699929118156433,0.9141843318939209,0.7723780274391174,0.38698610663414,0.001,0.8368971943855286,0.8018966317176819,0.8410145044326782,0.6779443621635437,0.8405284881591797
19,0.9155545830726624,0.8768085241317749,0.9190425872802734,0.7827797532081604,0.366414874792099,0.001,0.8295568823814392,0.7917855381965637,0.83758944272995,0.6636905670166016,0.8461082577705383
20,0.917057991027832,0.879098117351532,0.9204432368278503,0.786370038986206,0.3592380881309509,0.001,0.8433399796485901,0.8101974129676819,0.8515331745147705,0.6898204684257507,0.8089044094085693
21,0.919321596622467,0.8824147582054138,0.9225865602493286,0.7915456891059875,0.34892594814300537,0.001,0.832276463508606,0.795547604560852,0.8396608829498291,0.6690294146537781,0.8535452485084534
22,0.9213263988494873,0.8850446939468384,0.9245191812515259,0.7957199811935425,0.34041398763656616,0.001,0.8437573313713074,0.8105393052101135,0.847870409488678,0.6900220513343811,0.8053959012031555
23,0.9241421818733215,0.8890109062194824,0.9270865321159363,0.8019744157791138,0.32827261090278625,0.001,0.8454174995422363,0.8159922957420349,0.8514362573623657,0.697580099105835,0.8053641319274902
24,0.9263243675231934,0.8923956155776978,0.9292079210281372,0.8073758482933044,0.3183044195175171,0.001,0.8428613543510437,0.8077964186668396,0.8496033549308777,0.6860145926475525,0.8288061022758484
25,0.9278090596199036,0.8940751552581787,0.9305384755134583,0.8100799322128296,0.3121767044067383,0.001,0.8430798053741455,0.8090882301330566,0.8493413329124451,0.687884509563446,0.8637493848800659
26,0.9335461258888245,0.9011019468307495,0.9360651969909668,0.8214834332466125,0.2882716655731201,0.000100000005,0.8526231646537781,0.8226528167724609,0.8591054081916809,0.7066871523857117,0.7711374759674072
27,0.9372619986534119,0.9062229990959167,0.9396557807922363,0.8298230767250061,0.2734832167625427,0.000100000005,0.852380633354187,0.8233627080917358,0.8590326309204102,0.7078517079353333,0.7805855870246887
28,0.9388685822486877,0.9085542559623718,0.9412248730659485,0.833666980266571,0.2668776512145996,0.000100000005,0.8531834483146667,0.8256247639656067,0.8595637083053589,0.7110059261322021,0.7852969169616699
29,0.9400953054428101,0.9103047251701355,0.9423819184303284,0.8365641832351685,0.26199376583099365,0.000100000005,0.8526147603988647,0.8245407938957214,0.8575876951217651,0.7098023295402527,0.7953681349754333
30,0.9409815073013306,0.9115070700645447,0.9432168006896973,0.8385593891143799,0.258491188287735,0.000100000005,0.8526495099067688,0.8268771767616272,0.859272301197052,0.7127507925033569,0.8039254546165466
