epoch,accuracy,categorical_accuracy,loss,lr,val_accuracy,val_categorical_accuracy,val_loss
0,0.35753023624420166,0.35753023624420166,1.7232463359832764,0.001,0.10116185992956161,0.10116185992956161,4.884766578674316
1,0.5061566233634949,0.5061566233634949,1.3645164966583252,0.001,0.4819711446762085,0.4819711446762085,1.5946253538131714
2,0.5632334351539612,0.5632334351539612,1.2199097871780396,0.001,0.46734777092933655,0.46734777092933655,2.023940086364746
3,0.5975506901741028,0.5975506901741028,1.1250672340393066,0.001,0.5034054517745972,0.5034054517745972,1.7058719396591187
4,0.6241109371185303,0.6241109371185303,1.0596920251846313,0.001,0.4585336446762085,0.4585336446762085,2.3034749031066895
5,0.6427587270736694,0.6427587270736694,1.0071691274642944,0.001,0.5574919581413269,0.5574919581413269,1.676358699798584
6,0.6854329705238342,0.6854329705238342,0.8917827606201172,0.000100000005,0.6410256624221802,0.6410256624221802,1.1671091318130493
7,0.6907005906105042,0.6907005906105042,0.8736419677734375,0.000100000005,0.6430288553237915,0.6430288553237915,1.187854528427124
8,0.6948346495628357,0.6948346495628357,0.8616515398025513,0.000100000005,0.5989583134651184,0.5989583134651184,1.4794763326644897
9,0.7012357711791992,0.7012357711791992,0.8499826788902283,0.000100000005,0.6374198794364929,0.6374198794364929,1.2726716995239258
10,0.7038806676864624,0.7038806676864624,0.8388322591781616,0.000100000005,0.6019631624221802,0.6019631624221802,1.5077916383743286
11,0.7075035572052002,0.7075035572052002,0.8293064832687378,1.0000001e-05,0.6193910241127014,0.6193910241127014,1.438852071762085
12,0.7106152176856995,0.7106152176856995,0.8207629919052124,1.0000001e-05,0.6157852411270142,0.6157852411270142,1.4668456315994263
13,0.7124599814414978,0.7124599814414978,0.8210804462432861,1.0000001e-05,0.6137820482254028,0.6137820482254028,1.478990077972412
14,0.7115265130996704,0.7115265130996704,0.8200810551643372,1.0000001e-05,0.6147836446762085,0.6147836446762085,1.4760233163833618
15,0.710392951965332,0.710392951965332,0.8178032636642456,1.0000001e-06,0.6159855723381042,0.6159855723381042,1.4750536680221558
16,0.7127711772918701,0.7127711772918701,0.817827582359314,1.0000001e-06,0.6161859035491943,0.6161859035491943,1.4776954650878906
17,0.712660014629364,0.712660014629364,0.8218309283256531,1.0000001e-06,0.6147836446762085,0.6147836446762085,1.4785280227661133
18,0.7127934098243713,0.7127934098243713,0.8180003762245178,1.0000001e-06,0.6167868375778198,0.6167868375778198,1.4756097793579102
19,0.7128822803497314,0.7128822803497314,0.8177090287208557,1.0000001e-07,0.614182710647583,0.614182710647583,1.4876813888549805
20,0.7096150517463684,0.7096150517463684,0.8250382542610168,1.0000001e-07,0.6151843070983887,0.6151843070983887,1.4816267490386963
21,0.7115931510925293,0.7115931510925293,0.8229869604110718,1.0000001e-07,0.6171875,0.6171875,1.4723657369613647
22,0.7105929851531982,0.7105929851531982,0.8200556039810181,1.0000001e-07,0.6155849099159241,0.6155849099159241,1.4749927520751953
23,0.7093038558959961,0.7093038558959961,0.820936918258667,1.0000001e-08,0.6157852411270142,0.6157852411270142,1.4813809394836426
24,0.7126822471618652,0.7126822471618652,0.8182547688484192,1.0000001e-08,0.6151843070983887,0.6151843070983887,1.482067584991455
25,0.710215151309967,0.710215151309967,0.8197153210639954,1.0000001e-08,0.6143830418586731,0.6143830418586731,1.4907128810882568
26,0.7102818489074707,0.7102818489074707,0.8198030591011047,1.0000001e-08,0.6155849099159241,0.6155849099159241,1.4814554452896118
27,0.7129712104797363,0.7129712104797363,0.818540632724762,1.0000001e-09,0.6129807829856873,0.6129807829856873,1.496255874633789
