epoch,accuracy,categorical_accuracy,loss,lr,val_accuracy,val_categorical_accuracy,val_loss
12,0.932692289352417,0.932692289352417,0.20414774119853973,0.000100000005,0.48557692766189575,0.48557692766189575,1.2479345798492432
13,0.9182692170143127,0.9182692170143127,0.2300209105014801,0.000100000005,0.48557692766189575,0.48557692766189575,1.1983680725097656
14,0.9663461446762085,0.9663461446762085,0.13497720658779144,0.000100000005,0.48076921701431274,0.48076921701431274,1.1257109642028809
15,0.9567307829856873,0.9567307829856873,0.14066942036151886,0.000100000005,0.5384615659713745,0.5384615659713745,0.9996866583824158
16,0.9519230723381042,0.9519230723381042,0.14014416933059692,0.000100000005,0.6586538553237915,0.6586538553237915,0.9430567622184753
17,0.9567307829856873,0.9567307829856873,0.11409398913383484,0.000100000005,0.7163461446762085,0.7163461446762085,0.8309743404388428
18,0.9615384340286255,0.9615384340286255,0.1154504343867302,0.000100000005,0.6971153616905212,0.6971153616905212,0.6990480422973633
19,0.942307710647583,0.942307710647583,0.16850143671035767,0.000100000005,0.7692307829856873,0.7692307829856873,0.6370570659637451
20,0.9711538553237915,0.9711538553237915,0.10426296293735504,0.000100000005,0.870192289352417,0.870192289352417,0.5091371536254883
21,0.9471153616905212,0.9471153616905212,0.1609458327293396,0.000100000005,0.8942307829856873,0.8942307829856873,0.3867240250110626
22,0.9711538553237915,0.9711538553237915,0.11642374098300934,0.000100000005,0.8509615659713745,0.8509615659713745,0.43289536237716675
23,0.9663461446762085,0.9663461446762085,0.12646688520908356,0.000100000005,0.8894230723381042,0.8894230723381042,0.44269004464149475
24,0.942307710647583,0.942307710647583,0.12206629663705826,0.000100000005,0.9807692170143127,0.9807692170143127,0.1683034598827362
25,0.9471153616905212,0.9471153616905212,0.12326134741306305,0.000100000005,0.9182692170143127,0.9182692170143127,0.18142464756965637
26,0.9663461446762085,0.9663461446762085,0.0843326598405838,0.000100000005,0.995192289352417,0.995192289352417,0.08847881853580475
27,0.9471153616905212,0.9471153616905212,0.18320919573307037,0.000100000005,0.9519230723381042,0.9519230723381042,0.1145557314157486
28,0.9759615659713745,0.9759615659713745,0.07638290524482727,0.000100000005,0.9567307829856873,0.9567307829856873,0.10397903621196747
29,0.9711538553237915,0.9711538553237915,0.09536833316087723,0.000100000005,0.995192289352417,0.995192289352417,0.03926762193441391
30,0.9855769276618958,0.9855769276618958,0.05597194284200668,0.000100000005,0.995192289352417,0.995192289352417,0.03832570090889931
31,0.942307710647583,0.942307710647583,0.15812720358371735,0.000100000005,0.995192289352417,0.995192289352417,0.05650503933429718
32,0.9855769276618958,0.9855769276618958,0.06434308737516403,0.000100000005,0.9471153616905212,0.9471153616905212,0.10972587764263153
33,0.9278846383094788,0.9278846383094788,0.14984247088432312,0.000100000005,0.9903846383094788,0.9903846383094788,0.05737445130944252
34,0.9759615659713745,0.9759615659713745,0.06863544881343842,0.000100000005,1.0,1.0,0.028825044631958008
35,0.9567307829856873,0.9567307829856873,0.09522000700235367,0.000100000005,1.0,1.0,0.025024129077792168
36,0.9615384340286255,0.9615384340286255,0.12127827852964401,0.000100000005,0.9471153616905212,0.9471153616905212,0.131864532828331
37,0.9711538553237915,0.9711538553237915,0.08768946677446365,0.000100000005,0.995192289352417,0.995192289352417,0.02187241055071354
38,0.9903846383094788,0.9903846383094788,0.059204522520303726,0.000100000005,0.995192289352417,0.995192289352417,0.017830271273851395
39,0.9807692170143127,0.9807692170143127,0.06287042051553726,0.000100000005,0.9759615659713745,0.9759615659713745,0.061624325811862946
40,0.9903846383094788,0.9903846383094788,0.04794582352042198,0.000100000005,1.0,1.0,0.009248866699635983
41,0.9855769276618958,0.9855769276618958,0.050594136118888855,0.000100000005,1.0,1.0,0.009372630156576633
42,0.9711538553237915,0.9711538553237915,0.08622392266988754,0.000100000005,0.9615384340286255,0.9615384340286255,0.08707057684659958
43,0.9807692170143127,0.9807692170143127,0.06392624229192734,0.000100000005,1.0,1.0,0.008548546582460403
44,0.9807692170143127,0.9807692170143127,0.050743356347084045,0.000100000005,1.0,1.0,0.005754734389483929
45,0.9807692170143127,0.9807692170143127,0.07004217803478241,0.000100000005,1.0,1.0,0.005075980443507433
46,0.9903846383094788,0.9903846383094788,0.029975418001413345,0.000100000005,1.0,1.0,0.022641507908701897
47,0.995192289352417,0.995192289352417,0.03739604353904724,0.000100000005,1.0,1.0,0.005483496002852917
48,0.9903846383094788,0.9903846383094788,0.05193439871072769,0.000100000005,1.0,1.0,0.008264676667749882
49,0.9759615659713745,0.9759615659713745,0.05372581630945206,0.000100000005,1.0,1.0,0.010412247851490974
