epoch,accuracy,categorical_accuracy,loss,lr,val_accuracy,val_categorical_accuracy,val_loss
0,0.4134615361690521,0.4134615361690521,18.298606872558594,0.001,0.5,0.5,1.350571870803833
0,0.3509615361690521,0.3509615361690521,33.18954086303711,0.001,0.5,0.5,1.433099627494812
1,0.45192307233810425,0.45192307233810425,8.48098087310791,0.001,0.5,0.5,1.3840638399124146
2,0.5096153616905212,0.5096153616905212,2.2961604595184326,0.001,0.5,0.5,1.4543726444244385
3,0.5480769276618958,0.5480769276618958,1.145329475402832,0.001,0.5,0.5,1.5319736003875732
4,0.5192307829856873,0.5192307829856873,1.1440521478652954,0.001,0.5,0.5,1.5750166177749634
5,0.5721153616905212,0.5721153616905212,0.9844187498092651,0.001,0.5,0.5,1.6549311876296997
6,0.6682692170143127,0.6682692170143127,0.6852976679801941,0.000100000005,0.17788460850715637,0.17788460850715637,1.7319880723953247
7,0.7067307829856873,0.7067307829856873,0.661899983882904,0.000100000005,0.17788460850715637,0.17788460850715637,1.7966761589050293
8,0.7403846383094788,0.7403846383094788,0.6242974400520325,0.000100000005,0.17788460850715637,0.17788460850715637,1.847481608390808
0,0.375,0.375,31.896514892578125,0.001,0.5,0.5,2.044349193572998
1,0.49038460850715637,0.49038460850715637,4.555285453796387,0.001,0.5,0.5,2.0394182205200195
2,0.5336538553237915,0.5336538553237915,1.961365818977356,0.001,0.17788460850715637,0.17788460850715637,2.2847752571105957
3,0.6153846383094788,0.6153846383094788,0.9833189249038696,0.001,0.17788460850715637,0.17788460850715637,2.442423105239868
4,0.6394230723381042,0.6394230723381042,0.9930685758590698,0.001,0.17788460850715637,0.17788460850715637,3.470608711242676
5,0.682692289352417,0.682692289352417,0.768890917301178,0.001,0.17788460850715637,0.17788460850715637,3.894076108932495
6,0.7836538553237915,0.7836538553237915,0.613283634185791,0.000100000005,0.17788460850715637,0.17788460850715637,4.36388635635376
7,0.7788461446762085,0.7788461446762085,0.5084731578826904,0.000100000005,0.17788460850715637,0.17788460850715637,4.19667911529541
8,0.8461538553237915,0.8461538553237915,0.4298848509788513,0.000100000005,0.17788460850715637,0.17788460850715637,4.116998672485352
0,0.4615384638309479,0.4615384638309479,2.5929415225982666,0.001,0.5,0.5,1.2974611520767212
1,0.5769230723381042,0.5769230723381042,1.0868422985076904,0.001,0.5,0.5,1.2609163522720337
2,0.7067307829856873,0.7067307829856873,0.8004773259162903,0.001,0.5,0.5,1.3002607822418213
3,0.7740384340286255,0.7740384340286255,0.5954185724258423,0.001,0.5,0.5,1.2814104557037354
4,0.7644230723381042,0.7644230723381042,0.5507200360298157,0.001,0.5,0.5,1.2887108325958252
5,0.8509615659713745,0.8509615659713745,0.3803144097328186,0.001,0.5,0.5,1.3008463382720947
6,0.8894230723381042,0.8894230723381042,0.297542929649353,0.000100000005,0.5,0.5,1.3084861040115356
7,0.932692289352417,0.932692289352417,0.23132780194282532,0.000100000005,0.5,0.5,1.304953694343567
8,0.942307710647583,0.942307710647583,0.18829408288002014,0.000100000005,0.5,0.5,1.2787082195281982
0,0.3798076808452606,0.3798076808452606,2.7375869750976562,0.001,0.5,0.5,1.3571785688400269
1,0.5625,0.5625,0.9743161797523499,0.001,0.5,0.5,1.350136637687683
2,0.7163461446762085,0.7163461446762085,0.7609036564826965,0.001,0.17788460850715637,0.17788460850715637,1.4006917476654053
3,0.7596153616905212,0.7596153616905212,0.5703200697898865,0.001,0.17788460850715637,0.17788460850715637,1.391791582107544
4,0.8461538553237915,0.8461538553237915,0.4140763282775879,0.001,0.17788460850715637,0.17788460850715637,1.4215242862701416
5,0.8028846383094788,0.8028846383094788,0.41362351179122925,0.001,0.17788460850715637,0.17788460850715637,1.4645380973815918
6,0.8317307829856873,0.8317307829856873,0.43482398986816406,0.000100000005,0.17788460850715637,0.17788460850715637,1.3327414989471436
7,0.9134615659713745,0.9134615659713745,0.28612345457077026,0.000100000005,0.17788460850715637,0.17788460850715637,1.3523348569869995
8,0.9086538553237915,0.9086538553237915,0.2954900562763214,0.000100000005,0.17788460850715637,0.17788460850715637,1.3397104740142822
9,0.9182692170143127,0.9182692170143127,0.24450238049030304,0.000100000005,0.3798076808452606,0.3798076808452606,1.3157570362091064
10,0.9375,0.9375,0.2214304506778717,0.000100000005,0.17788460850715637,0.17788460850715637,1.3220183849334717
11,0.9278846383094788,0.9278846383094788,0.19602639973163605,0.000100000005,0.39423078298568726,0.39423078298568726,1.2900713682174683
