epoch,accuracy,categorical_accuracy,loss,lr,val_accuracy,val_categorical_accuracy,val_loss
5,0.7644230723381042,0.7644230723381042,0.5223450064659119,0.001,0.4663461446762085,0.4663461446762085,1.1496044397354126
6,0.8028846383094788,0.8028846383094788,0.5053552389144897,0.001,0.5721153616905212,0.5721153616905212,0.9915787577629089
7,0.8461538553237915,0.8461538553237915,0.47899430990219116,0.001,0.4326923191547394,0.4326923191547394,1.0030790567398071
8,0.8557692170143127,0.8557692170143127,0.3435021936893463,0.001,0.557692289352417,0.557692289352417,0.9589236974716187
9,0.8413461446762085,0.8413461446762085,0.6015241146087646,0.001,0.4951923191547394,0.4951923191547394,1.4119508266448975
10,0.8221153616905212,0.8221153616905212,0.43085187673568726,0.001,0.5384615659713745,0.5384615659713745,1.1240290403366089
11,0.8221153616905212,0.8221153616905212,0.6820202469825745,0.001,0.5288461446762085,0.5288461446762085,1.376345157623291
12,0.8509615659713745,0.8509615659713745,0.34791362285614014,0.001,0.5192307829856873,0.5192307829856873,1.3766822814941406
13,0.9038461446762085,0.9038461446762085,0.22862106561660767,0.000100000005,0.5288461446762085,0.5288461446762085,1.3299001455307007
14,0.9038461446762085,0.9038461446762085,0.23082424700260162,0.000100000005,0.5384615659713745,0.5384615659713745,1.1195268630981445
15,0.9519230723381042,0.9519230723381042,0.17794093489646912,0.000100000005,0.5817307829856873,0.5817307829856873,1.1176676750183105
