epoch,accuracy,categorical_accuracy,loss,lr,val_accuracy,val_categorical_accuracy,val_loss
0,0.5625,0.5625,2.674041509628296,0.001,0.17788460850715637,0.17788460850715637,1.822458028793335
1,0.6971153616905212,0.6971153616905212,1.030819058418274,0.001,0.18269230425357819,0.18269230425357819,1.66097891330719
2,0.7403846383094788,0.7403846383094788,0.8759986162185669,0.001,0.18269230425357819,0.18269230425357819,1.6594442129135132
3,0.8605769276618958,0.8605769276618958,0.5565876364707947,0.001,0.18269230425357819,0.18269230425357819,1.708339810371399
4,0.8461538553237915,0.8461538553237915,0.5181688666343689,0.001,0.2548076808452606,0.2548076808452606,1.4662303924560547
5,0.8653846383094788,0.8653846383094788,0.34534692764282227,0.001,0.17307692766189575,0.17307692766189575,1.6143587827682495
6,0.8942307829856873,0.8942307829856873,0.36588361859321594,0.001,0.20673076808452606,0.20673076808452606,2.1299490928649902
7,0.8894230723381042,0.8894230723381042,0.32433784008026123,0.001,0.3365384638309479,0.3365384638309479,1.6258670091629028
8,0.9182692170143127,0.9182692170143127,0.24999578297138214,0.001,0.5240384340286255,0.5240384340286255,1.5763822793960571
9,0.9278846383094788,0.9278846383094788,0.20830851793289185,0.000100000005,0.4711538553237915,0.4711538553237915,1.5444629192352295
10,0.9759615659713745,0.9759615659713745,0.05538433790206909,0.000100000005,0.5,0.5,1.4436211585998535
11,0.9807692170143127,0.9807692170143127,0.051203563809394836,0.000100000005,0.5384615659713745,0.5384615659713745,1.5026192665100098
12,0.9711538553237915,0.9711538553237915,0.06619445979595184,0.000100000005,0.5288461446762085,0.5288461446762085,1.434191346168518
13,0.995192289352417,0.995192289352417,0.03259028494358063,0.000100000005,0.5,0.5,1.3957390785217285
14,0.9711538553237915,0.9711538553237915,0.06035444885492325,0.000100000005,0.5240384340286255,0.5240384340286255,1.5734665393829346
15,0.995192289352417,0.995192289352417,0.02354889176785946,0.000100000005,0.5240384340286255,0.5240384340286255,1.6746783256530762
16,0.9663461446762085,0.9663461446762085,0.08076702058315277,0.000100000005,0.5336538553237915,0.5336538553237915,1.7613924741744995
17,0.9855769276618958,0.9855769276618958,0.04896463826298714,0.000100000005,0.5288461446762085,0.5288461446762085,1.9370155334472656
18,0.9807692170143127,0.9807692170143127,0.035078030079603195,1.0000001e-05,0.5336538553237915,0.5336538553237915,1.9958326816558838
19,0.9855769276618958,0.9855769276618958,0.050164010375738144,1.0000001e-05,0.5432692170143127,0.5432692170143127,2.0126171112060547
20,0.9903846383094788,0.9903846383094788,0.03725792095065117,1.0000001e-05,0.5528846383094788,0.5528846383094788,2.0537331104278564
0,0.4663461446762085,0.4663461446762085,3.1519277095794678,0.001,0.5,0.5,1.2548915147781372
1,0.754807710647583,0.754807710647583,0.7067798376083374,0.001,0.5,0.5,1.2175636291503906
2,0.8509615659713745,0.8509615659713745,0.45299407839775085,0.001,0.5,0.5,1.2416013479232788
3,0.8413461446762085,0.8413461446762085,0.46034497022628784,0.001,0.18269230425357819,0.18269230425357819,1.5207334756851196
4,0.8605769276618958,0.8605769276618958,0.3038904368877411,0.001,0.48557692766189575,0.48557692766189575,1.2616684436798096
5,0.8894230723381042,0.8894230723381042,0.38889652490615845,0.001,0.17788460850715637,0.17788460850715637,2.0099310874938965
6,0.9134615659713745,0.9134615659713745,0.20496916770935059,0.000100000005,0.20192307233810425,0.20192307233810425,1.721764326095581
7,0.9807692170143127,0.9807692170143127,0.09295155107975006,0.000100000005,0.48076921701431274,0.48076921701431274,1.4841805696487427
8,0.9567307829856873,0.9567307829856873,0.10424312204122543,0.000100000005,0.29326921701431274,0.29326921701431274,1.5286973714828491
0,0.5144230723381042,0.5144230723381042,2.98923397064209,0.001,0.33173078298568726,0.33173078298568726,1.6261781454086304
1,0.4711538553237915,0.4711538553237915,2.589179039001465,0.001,0.29326921701431274,0.29326921701431274,1.800032377243042
2,0.5817307829856873,0.5817307829856873,2.0701794624328613,0.001,0.3413461446762085,0.3413461446762085,1.5743138790130615
3,0.7355769276618958,0.7355769276618958,0.5773400068283081,0.001,0.18269230425357819,0.18269230425357819,1.2976614236831665
0,0.4134615361690521,0.4134615361690521,4.912051677703857,0.001,0.1875,0.1875,1.3354885578155518
1,0.5721153616905212,0.5721153616905212,1.292961835861206,0.001,0.45673078298568726,0.45673078298568726,1.2977845668792725
2,0.625,0.625,1.9900469779968262,0.001,0.17788460850715637,0.17788460850715637,3.024519443511963
3,0.5961538553237915,0.5961538553237915,2.7043890953063965,0.001,0.17788460850715637,0.17788460850715637,1.6169426441192627
4,0.6634615659713745,0.6634615659713745,1.067147135734558,0.001,0.5,0.5,1.186318278312683
